3776	97	0.313726
3995	9	0.286483
6231	34	0.952070
7417	98	0.770121
9148	91	0.100840
7631	26	0.630365
9221	56	0.812264
8915	57	0.992777
8440	53	0.328874
2739	5	0.413039
4455	48	0.269911
1705	48	0.335548
7877	69	0.402946
2434	91	0.567128
330	33	0.819531
7720	19	0.431970
1377	75	0.578297
318	60	0.659494
2725	98	0.024171
4215	22	0.593568
3912	69	0.751531
2479	90	0.165943
6658	21	0.517372
1918	44	0.291529
3631	55	0.764476
3630	80	0.971230
969	46	0.426682
1313	96	0.978264
3040	79	0.323792
3514	23	0.195646
8483	29	0.130622
3989	20	0.491673
8258	50	0.784916
4477	88	0.378283
8153	5	0.853624
8265	47	0.720636
1449	97	0.354220
1454	60	0.941289
5138	63	0.775851
660	29	0.183909
6484	7	0.151223
6381	93	0.078947
6139	16	0.811399
6115	3	0.847094
4857	44	0.350658
7145	91	0.979765
6209	31	0.556473
676	67	0.905800
5466	44	0.870074
6621	16	0.599883
6508	37	0.703521
6499	94	0.027819
586	34	0.706261
9163	64	0.223351
8620	7	0.453867
8097	26	0.407413
5447	50	0.591753
8889	41	0.350288
185	78	0.327907
4708	58	0.960477
798	77	0.295057
8182	79	0.156956
9927	10	0.002729
4376	62	0.791580
924	5	0.415476
1753	78	0.536827
7096	56	0.786290
534	34	0.860685
3363	32	0.448392
1667	32	0.767334
1639	13	0.341472
892	77	0.452511
8822	34	0.934452
7032	94	0.119690
841	64	0.777536
1434	27	0.341097
3612	91	0.826789
8461	40	0.986473
1649	11	0.021948
6207	39	0.835031
1209	34	0.949341
7129	79	0.748616
9112	53	0.076117
2338	81	0.449023
6356	15	0.220046
2736	52	0.204376
1052	13	0.304137
7629	88	0.921735
175	36	0.792070
3979	29	0.789290
6451	17	0.206389
9721	46	0.415849
3078	55	0.869960
1514	64	0.776113
5621	9	0.365667
1486	34	0.755570
9463	14	0.514731
9537	87	0.536120
6675	64	0.642366
6051	69	0.588657
327	50	0.403281
9260	95	0.530614
4152	36	0.362296
8548	73	0.622044
4755	4	0.566762
8430	94	0.200212
8976	56	0.068398
1440	49	0.937357
7197	4	0.871819
1870	94	0.238875
9210	92	0.363681
4894	24	0.378618
8438	81	0.813742
4297	66	0.346536
5155	51	0.138583
5981	40	0.722301
8398	28	0.341064
3845	63	0.451316
3740	78	0.732607
1343	43	0.875535
6330	73	0.342522
9224	19	0.489550
423	13	0.087598
811	26	0.042712
8153	36	0.329352
842	11	0.735010
4371	94	0.091017
4886	79	0.526028
4539	59	0.345757
8155	70	0.245132
9531	47	0.238517
9053	32	0.873112
2698	27	0.899360
5270	89	0.861499
9700	82	0.836832
9642	44	0.242618
6178	73	0.976124
6236	10	0.802570
2044	3	0.088145
4667	25	0.849243
6173	38	0.112933
8996	5	0.837877
8168	17	0.302139
2624	83	0.622610
5982	94	0.019170
5829	78	0.554028
7307	44	0.788992
9082	97	0.093447
8432	88	0.806538
8571	76	0.568742
9623	26	0.196587
5496	12	0.826981
2392	52	0.744420
6355	35	0.919313
3536	30	0.767194
6198	90	0.729249
218	36	0.131954
6526	69	0.248473
4063	91	0.710651
6203	4	0.838577
607	40	0.991088
5297	62	0.517649
1814	9	0.196999
1158	99	0.844015
3534	73	0.998072
1892	78	0.678401
3485	46	0.988813
2875	86	0.465693
3930	77	0.446261
9544	40	0.131949
5244	31	0.036071
7888	10	0.606364
3604	97	0.787296
2300	84	0.799497
3402	41	0.290193
1237	41	0.320263
444	24	0.265490
8395	27	0.712908
2145	91	0.130712
8759	33	0.496302
555	15	0.858912
5465	77	0.823519
4264	1	0.252430
1075	89	0.945601
4501	25	0.329342
4384	69	0.716798
8732	20	0.199984
1773	2	0.000056
49	28	0.081039
9388	45	0.890941
6929	55	0.022335
4438	66	0.864934
7306	55	0.578209
4311	84	0.491294
4448	82	0.222922
3043	12	0.331626
3984	2	0.813254
9896	47	0.423850
943	54	0.653265
8830	37	0.178913
2555	43	0.710848
8668	83	0.408893
3511	78	0.444398
6552	60	0.974238
2007	67	0.208992
2274	30	0.231921
1494	13	0.786519
5658	49	0.940550
1500	87	0.747666
8445	3	0.062728
2502	48	0.250345
453	14	0.018256
8709	93	0.094691
8933	68	0.359723
6404	75	0.747616
1700	89	0.868466
1028	74	0.479135
7938	27	0.486273
5746	78	0.289933
6785	85	0.695256
1577	14	0.607014
512	93	0.497564
6877	61	0.764570
2056	48	0.461677
4219	62	0.358293
9587	24	0.937305
762	66	0.214503
6127	30	0.290899
2721	98	0.424373
4061	11	0.675633
8712	9	0.741523
5575	76	0.560719
2713	35	0.619032
3474	13	0.440502
3688	89	0.584457
982	14	0.533862
759	40	0.401758
8061	30	0.042104
1504	26	0.599122
2246	17	0.809503
871	89	0.046358
4730	1	0.576925
5780	92	0.513649
1583	26	0.922584
6931	71	0.386743
2871	50	0.568670
9579	16	0.958155
2129	17	0.430980
5294	18	0.988573
8922	50	0.728930
9422	95	0.527728
6664	65	0.987691
1665	63	0.620433
6126	39	0.425366
1541	83	0.804219
2846	27	0.217920
4088	50	0.697474
8588	13	0.565123
9334	53	0.488609
5197	5	0.877206
3715	85	0.685524
3825	66	0.098191
454	87	0.118487
3794	56	0.585217
2968	77	0.978127
4160	2	0.835696
3469	11	0.018139
215	49	0.996460
954	98	0.707160
4305	39	0.028326
2057	8	0.664797
6946	25	0.299598
455	85	0.118044
4273	86	0.099637
3723	25	0.407609
9466	21	0.310345
9961	62	0.828794
3266	20	0.825914
6116	81	0.248605
4161	91	0.342607
9343	51	0.628831
2618	89	0.404582
557	78	0.508288
155	81	0.457458
9380	63	0.942683
1589	19	0.132590
6653	6	0.826307
3957	100	0.451685
1386	70	0.636082
5462	17	0.090123
4629	48	0.509546
3533	30	0.280098
4811	27	0.037548
2565	42	0.586679
8504	12	0.959702
8015	18	0.992043
5218	18	0.979500
5523	48	0.205130
1445	79	0.990527
429	100	0.747427
1022	88	0.479156
5329	41	0.125717
648	62	0.747473
4962	54	0.105479
5399	85	0.307008
1021	8	0.258471
6163	79	0.235577
2755	29	0.666425
3156	82	0.737467
306	78	0.767691
6317	90	0.086288
611	100	0.156299
925	20	0.602491
6871	55	0.380369
1268	78	0.234783
7650	18	0.569140
1079	80	0.665528
5543	64	0.680964
2036	18	0.402703
8180	38	0.030915
8131	69	0.396063
1364	30	0.458917
228	68	0.329288
2056	80	0.974453
2207	44	0.924901
6975	32	0.966878
9109	7	0.659937
1859	37	0.272052
1970	68	0.064780
2926	68	0.940904
5714	60	0.842959
6955	8	0.769716
9646	6	0.294186
8112	29	0.249683
3463	41	0.668401
8452	29	0.062901
774	34	0.570574
3376	81	0.873301
144	2	0.456124
1065	86	0.445561
1391	14	0.775855
2082	6	0.633585
5205	66	0.590949
5145	100	0.297745
8644	6	0.355435
6224	17	0.190930
4778	78	0.546752
7512	16	0.388065
1040	79	0.180946
9580	32	0.545133
8386	86	0.170741
3241	31	0.913292
2646	16	0.130984
