6	3	0.145432
30	3	0.861799
19	10	0.601843
9	8	0.582447
45	7	0.454856
23	3	0.938631
37	1	0.971183
11	1	0.847111
27	9	0.102867
20	4	0.303466
35	4	0.195230
39	1	0.992741
36	4	0.785074
2	8	0.751597
47	7	0.773622
16	2	0.952337
48	6	0.989144
39	2	0.401118
8	8	0.501297
4	10	0.349523
3	6	0.845169
25	10	0.479636
2	1	0.481807
8	7	0.382655
16	6	0.162862
7	0	0.811897
15	8	0.678967
38	6	0.178202
39	5	0.843257
21	5	0.267743
26	7	0.071210
6	0	0.750190
38	0	0.540230
27	9	0.132880
2	2	0.861290
40	4	0.166671
28	7	0.467592
39	3	0.928608
42	4	0.750117
18	10	0.550248
40	4	0.788160
50	4	0.248748
45	6	0.068169
6	1	0.214657
26	0	0.951479
10	8	0.418328
15	6	0.991160
41	9	0.398292
34	2	0.957443
40	1	0.518742
