25	8	0.789766
0	10	0.008773
35	4	0.916299
29	8	0.882179
13	1	0.601346
20	8	0.738727
29	7	0.458769
25	3	0.631716
5	8	0.475405
10	6	0.926741
11	6	0.089316
34	5	0.542266
28	6	0.998327
4	10	0.100280
10	1	0.396944
31	4	0.980028
31	5	0.278606
8	9	0.631735
13	4	0.331524
11	9	0.261953
19	7	0.954009
29	0	0.227134
2	1	0.442121
9	6	0.677626
23	3	0.336596
18	1	0.244840
17	4	0.344057
13	9	0.163844
7	8	0.097412
11	8	0.736918
11	9	0.583064
6	3	0.166996
36	8	0.104086
35	10	0.978248
4	2	0.086281
36	5	0.902848
33	4	0.281941
0	9	0.351652
16	9	0.832271
35	4	0.900279
