8	5	0.305730
28	3	0.412920
47	10	0.620317
40	2	0.595296
47	4	0.246140
35	0	0.866329
21	5	0.205175
49	9	0.688703
38	5	0.249682
27	10	0.944264
44	10	0.723698
49	1	0.712181
36	8	0.717367
27	5	0.571990
12	3	0.608948
4	0	0.180781
45	7	0.780009
32	2	0.968640
31	4	0.128063
24	2	0.903286
2	10	0.573726
37	0	0.178582
0	1	0.044418
46	5	0.409218
24	1	0.193788
28	1	0.033848
49	5	0.812061
48	4	0.062374
23	1	0.005636
12	0	0.970166
10	3	0.711250
47	7	0.933640
7	2	0.771982
12	1	0.987802
14	3	0.659036
24	3	0.367819
16	4	0.884010
47	3	0.860122
11	9	0.872317
8	5	0.273741
9	5	0.663846
44	2	0.907405
5	5	0.913674
36	5	0.678414
28	5	0.391535
15	9	0.947998
4	5	0.726238
42	5	0.719801
43	2	0.053041
18	2	0.648187
