9447	123	0.911115
25613	77	0.415304
25613	145	0.587331
11671	266	0.222121
18133	219	0.631290
10072	160	0.644691
6628	38	0.268342
14191	229	0.076875
4640	148	0.258279
25757	195	0.152755
21225	42	0.415781
4197	218	0.372210
29977	87	0.782479
4557	51	0.433015
3388	5	0.985122
26228	214	0.953476
9808	288	0.444225
29736	80	0.188560
3036	112	0.469036
25386	221	0.179151
29136	20	0.473014
11436	151	0.232214
4692	218	0.144996
24225	196	0.899724
20700	237	0.061759
19141	52	0.921157
1365	287	0.481175
9126	78	0.258902
4221	95	0.487369
13747	221	0.097005
19920	212	0.022904
29132	101	0.659071
6610	280	0.249989
19323	29	0.270716
5031	159	0.984298
8803	270	0.317045
22501	251	0.178751
26923	235	0.741455
21983	118	0.316004
8197	270	0.872964
3968	222	0.896270
22748	72	0.817532
6190	86	0.463382
27162	247	0.630285
15636	173	0.584539
13299	227	0.486246
25696	58	0.646632
1694	28	0.274566
4035	49	0.072338
17136	75	0.373531
10949	258	0.318459
20778	21	0.425496
8440	143	0.746771
18034	300	0.606776
10214	73	0.728430
18848	72	0.876700
11165	128	0.723607
2701	265	0.978100
13245	300	0.589497
20540	233	0.588454
24409	22	0.874084
29318	268	0.847268
6540	115	0.198161
10411	38	0.221613
29913	38	0.582711
9893	205	0.443708
1848	139	0.886459
3971	132	0.246048
16765	204	0.233478
7094	168	0.666129
13602	22	0.509239
26419	78	0.304819
23964	83	0.022586
2830	125	0.015772
2992	246	0.507817
7879	12	0.154945
2724	287	0.120058
195	153	0.348377
1464	233	0.141520
23162	25	0.142735
4174	216	0.186191
1926	68	0.432072
10555	93	0.599273
13907	200	0.316243
18450	139	0.064985
13082	222	0.526445
9386	192	0.756714
1971	213	0.730191
4475	265	0.181973
429	174	0.866703
1087	142	0.824790
9093	283	0.942473
6663	120	0.432131
22502	179	0.393915
16130	269	0.363996
1937	171	0.596660
528	138	0.923864
3111	13	0.653779
12332	111	0.005635
3035	12	0.797847
4563	237	0.078641
29309	240	0.543041
24975	276	0.190654
4031	108	0.120525
20991	290	0.598676
19800	300	0.905953
24042	94	0.789746
422	255	0.018525
14591	97	0.581241
20934	244	0.671607
16932	248	0.250373
24157	73	0.938532
17681	102	0.371274
12165	209	0.980902
2679	73	0.754844
16659	70	0.164613
1933	10	0.337971
28965	54	0.588639
9842	13	0.166790
25571	271	0.642713
