268	4	0.924770
647	6	0.052555
290	8	0.458654
323	10	0.048045
978	8	0.773749
991	9	0.601379
669	2	0.075863
341	8	0.840616
719	7	0.003795
208	3	0.888040
255	2	0.451421
853	7	0.976490
181	7	0.090697
625	10	0.895128
980	2	0.917525
694	10	0.648862
551	3	0.515815
636	1	0.270800
475	8	0.706883
771	7	0.722200
78	8	0.351318
838	8	0.667252
821	8	0.142688
966	9	0.194069
846	1	0.360823
92	9	0.244918
417	7	0.619180
148	9	0.462392
37	2	0.262604
599	4	0.361182
176	8	0.466770
221	1	0.990396
604	8	0.448583
404	0	0.600132
514	1	0.749684
146	3	0.560343
812	1	0.449133
990	9	0.630947
666	1	0.722314
10	10	0.138857
353	4	0.078805
339	5	0.857767
952	5	0.856060
653	1	0.988624
59	1	0.539432
729	6	0.364516
329	8	0.710043
781	2	0.421162
844	5	0.636490
692	2	0.275349
341	2	0.866395
194	6	0.650101
313	7	0.545689
235	1	0.403218
15	0	0.986205
770	1	0.509684
173	1	0.059318
11	5	0.412142
406	7	0.227970
961	4	0.594485
31	0	0.510874
758	8	0.614241
102	6	0.663245
682	2	0.309781
468	9	0.077174
798	6	0.736620
9	2	0.312593
655	0	0.820048
979	3	0.948978
94	2	0.230262
122	3	0.687935
307	2	0.616753
57	9	0.734749
790	6	0.479213
613	1	0.374320
420	7	0.226090
180	2	0.402811
262	7	0.230437
484	8	0.744967
752	10	0.868832
51	1	0.544733
190	6	0.750226
63	5	0.181364
414	8	0.979472
818	3	0.260139
693	7	0.910656
384	3	0.079502
654	8	0.211898
675	6	0.490730
472	4	0.290609
293	2	0.452484
590	8	0.748308
541	6	0.417828
913	6	0.135874
869	1	0.553566
925	0	0.869431
442	5	0.351043
723	10	0.326681
972	2	0.112430
587	9	0.518073
797	7	0.283815
170	2	0.894414
29	10	0.049867
784	2	0.951039
44	10	0.726318
866	6	0.430393
963	9	0.262174
780	9	0.028995
339	1	0.136136
302	2	0.378110
972	10	0.383437
72	4	0.043440
379	1	0.987237
616	7	0.539553
501	9	0.368406
935	4	0.249865
279	10	0.658558
945	6	0.805367
997	5	0.332594
963	2	0.205527
276	2	0.034839
933	1	0.183790
925	5	0.436316
160	7	0.471426
388	10	0.546662
185	7	0.779337
553	9	0.529543
1000	4	0.545644
20	3	0.731973
574	3	0.502324
22	7	0.466044
651	10	0.587678
795	6	0.590935
526	0	0.290712
57	10	0.363153
603	9	0.696085
993	1	0.931191
223	6	0.814921
781	7	0.442297
674	4	0.229218
612	5	0.834513
648	7	0.964025
419	1	0.229756
1	0	0.503069
449	2	0.984622
41	0	0.955809
108	0	0.244451
464	2	0.873559
801	2	0.194195
734	2	0.872958
436	5	0.357733
154	4	0.631312
828	0	0.905682
572	1	0.144767
404	1	0.450776
665	2	0.769652
49	8	0.959937
831	9	0.575423
429	1	0.799180
678	10	0.502095
376	1	0.879797
824	1	0.842291
556	9	0.335927
618	1	0.729429
255	5	0.312382
322	10	0.242583
510	10	0.309489
265	4	0.836332
632	10	0.234603
707	4	0.508699
756	5	0.147981
344	3	0.020118
428	0	0.532059
541	6	0.361804
807	2	0.042814
651	5	0.572543
872	3	0.817774
49	2	0.740390
445	3	0.257334
369	8	0.869542
278	2	0.075120
572	9	0.888873
62	0	0.019931
110	3	0.671438
309	6	0.510762
252	6	0.505844
809	10	0.012476
1000	7	0.391382
995	3	0.689542
53	10	0.680249
83	5	0.671811
31	9	0.246165
234	9	0.412503
272	8	0.121535
287	9	0.085471
792	10	0.052699
733	0	0.503545
625	10	0.906647
118	8	0.751071
636	1	0.443068
474	0	0.617650
332	3	0.485769
784	6	0.594774
923	10	0.544464
420	2	0.790591
851	4	0.812961
1000	6	0.707312
848	7	0.721836
690	4	0.460827
595	5	0.082063
638	1	0.640274
717	4	0.188647
177	1	0.718889
438	8	0.487276
905	8	0.230512
369	6	0.245313
624	10	0.134767
296	4	0.010115
229	0	0.404837
321	7	0.975340
999	0	0.364619
122	8	0.825630
585	7	0.999888
937	7	0.790558
13	7	0.502571
688	5	0.451623
925	4	0.528780
891	6	0.983010
409	6	0.074168
537	6	0.268396
930	2	0.530105
464	0	0.571139
80	8	0.338149
434	7	0.466346
797	7	0.303244
553	6	0.686337
866	2	0.882092
675	1	0.805588
139	8	0.399237
980	6	0.072434
858	4	0.621768
346	9	0.847238
740	8	0.345643
62	6	0.397855
656	5	0.024491
984	5	0.008895
832	1	0.793765
430	6	0.446584
570	1	0.181974
593	7	0.584066
89	10	0.755830
409	8	0.356980
902	10	0.669716
533	5	0.065421
507	5	0.991140
323	9	0.991023
403	4	0.683731
344	1	0.533883
626	3	0.256978
102	9	0.250531
260	8	0.070607
846	3	0.918268
795	2	0.337270
848	5	0.162787
823	4	0.083201
994	10	0.388294
612	5	0.785038
470	0	0.259192
922	4	0.305796
105	2	0.539423
659	3	0.188287
123	5	0.137599
227	7	0.662396
148	10	0.564513
735	1	0.271924
386	10	0.342307
645	0	0.913258
644	7	0.935869
916	7	0.342311
938	3	0.448604
682	3	0.698580
832	9	0.190650
49	2	0.669482
303	4	0.175971
295	3	0.632557
83	10	0.581456
596	0	0.279562
3	2	0.157545
161	10	0.510416
597	1	0.502665
148	8	0.019309
734	2	0.911005
106	2	0.977845
626	9	0.813339
921	2	0.468904
544	10	0.410298
695	8	0.193629
164	6	0.582509
659	4	0.939031
19	5	0.048490
570	8	0.000865
163	10	0.506968
620	6	0.112824
1000	5	0.599265
670	7	0.391854
128	8	0.789947
300	2	0.239191
411	2	0.029770
724	8	0.134746
866	9	0.215460
679	1	0.998098
965	6	0.086503
845	2	0.599228
96	5	0.468116
407	1	0.684040
968	5	0.778146
649	10	0.948501
508	1	0.249224
860	1	0.931539
870	0	0.748670
518	6	0.413847
367	7	0.202482
418	2	0.479099
245	0	0.169973
364	8	0.560746
599	7	0.118842
93	1	0.268228
569	6	0.961021
486	9	0.976963
826	8	0.030665
773	6	0.166141
729	8	0.995592
767	10	0.966257
535	2	0.270913
731	0	0.916160
366	7	0.129132
216	6	0.189262
259	9	0.161264
776	3	0.201331
883	8	0.427262
135	9	0.845503
46	6	0.024810
345	3	0.643842
953	5	0.149557
874	0	0.888090
80	8	0.304734
274	7	0.264780
329	3	0.142042
716	3	0.437525
368	9	0.569930
234	10	0.650315
45	9	0.700220
746	2	0.618701
228	3	0.158750
796	10	0.504491
898	1	0.477957
820	2	0.979815
28	3	0.997017
878	10	0.507015
522	6	0.421938
431	0	0.583487
847	9	0.414503
